ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
200952_s_at	26.718	M	0.0561523
200953_s_at	204.451	P	0.000244141
200954_at	664.433	A	0.129639
200955_at	108.88	P	0.000244141
200956_s_at	21.7806	P	0.00585938
200957_s_at	19.3018	A	0.111572
200958_s_at	8795.28	P	0.000244141
200959_at	425.039	P	0.000244141
200960_x_at	367.447	P	0.00415039
200961_at	491.714	P	0.000732422
200962_at	47.4587	P	0.0239258
200963_x_at	3457.17	P	0.000244141
200964_at	823.401	P	0.000244141
200965_s_at	152.821	P	0.000244141
200966_x_at	2906.41	P	0.000244141
200967_at	656.387	P	0.000244141
200968_s_at	318.059	P	0.00195313
200969_at	379.362	P	0.000244141
200970_s_at	409.351	P	0.000732422
200971_s_at	1379.09	P	0.000244141
200972_at	51.1105	P	0.00415039
200973_s_at	34.8181	P	0.000732422
200974_at	46.1561	P	0.000244141
200975_at	3896.61	P	0.000244141
200976_s_at	1844.63	P	0.000244141
200977_s_at	1799.31	P	0.000244141
200978_at	147.76	P	0.000732422
200979_at	27.5934	P	0.00195313
200980_s_at	81.7628	P	0.000244141
200981_x_at	2794.62	P	0.000244141
200982_s_at	110.574	P	0.000244141
200983_x_at	358.986	P	0.000244141
200984_s_at	327.41	P	0.000244141
200985_s_at	402.324	P	0.000244141
200986_at	181.636	P	0.000244141
200987_x_at	421.294	P	0.000244141
200988_s_at	85.5901	P	0.000244141
200989_at	4139.35	P	0.000244141
200990_at	202.526	P	0.00195313
200991_s_at	151.175	P	0.00292969
200992_at	75.6351	P	0.000244141
200993_at	83.4253	P	0.000244141
200994_at	41.1152	P	0.000244141
200995_at	22.2052	M	0.0561523
200996_at	4508.94	P	0.000244141
200997_at	430.207	P	0.000244141
200998_s_at	351.799	P	0.000244141
200999_s_at	421.201	P	0.000244141
201000_at	58.1732	A	0.111572
201001_s_at	198.619	P	0.000244141
201002_s_at	299.385	P	0.000244141
201003_x_at	170.2	P	0.000244141
201004_at	223.999	P	0.000244141
201005_at	612.88	P	0.000732422
201006_at	8.79698	A	0.27417
201007_at	674.974	P	0.000732422
201008_s_at	9393.46	P	0.000244141
201009_s_at	9480.95	P	0.000244141
201010_s_at	8526.3	P	0.000244141
201011_at	453.119	P	0.000244141
201012_at	782.878	P	0.000244141
201013_s_at	30.2337	P	0.00415039
201014_s_at	21.2072	P	0.00805664
201015_s_at	12.3913	A	0.432373
201016_at	38.5414	P	0.000244141
201017_at	84.3555	P	0.000244141
201018_at	52.2451	P	0.000244141
201019_s_at	210.948	P	0.000244141
201020_at	147.517	P	0.000244141
201021_s_at	186.306	P	0.0012207
201022_s_at	287.915	P	0.000244141
201023_at	1757.76	P	0.000244141
201024_x_at	61.6058	P	0.0012207
201025_at	23.2764	P	0.0107422
201026_at	18.3339	P	0.0239258
201027_s_at	43.6666	P	0.00292969
201028_s_at	69.8078	P	0.0107422
201029_s_at	179.99	P	0.000244141
201030_x_at	435.538	P	0.000244141
201031_s_at	1073.2	P	0.000244141
201032_at	250.933	P	0.000244141
201033_x_at	960.454	P	0.000244141
201034_at	2006.25	P	0.000244141
201035_s_at	25.1772	A	0.149658
201036_s_at	23.8845	P	0.000732422
201037_at	23.077	A	0.149658
201038_s_at	756.869	P	0.000244141
201039_s_at	47.7948	P	0.0107422
201040_at	812.449	P	0.000732422
201041_s_at	9997.41	P	0.000244141
201042_at	5.22179	A	0.5
201043_s_at	325.017	P	0.000244141
201044_x_at	2431.88	P	0.000244141
201045_s_at	4.50542	A	0.696289
201046_s_at	42.836	A	0.27417
201047_x_at	394.857	P	0.000244141
201048_x_at	41.0919	P	0.0375977
201049_s_at	2802.04	P	0.000244141
201050_at	100.93	P	0.00292969
201051_at	3246.45	P	0.000244141
201052_s_at	233.231	P	0.000732422
201053_s_at	152.011	P	0.00415039
201054_at	151.529	P	0.000244141
201055_s_at	152.771	P	0.000244141
201056_at	110.213	P	0.0302734
201057_s_at	290.786	P	0.000244141
201058_s_at	31.0383	A	0.246094
201059_at	39.4827	P	0.0185547
201060_x_at	154.251	P	0.00805664
201061_s_at	207.431	P	0.000732422
201062_at	0.280883	A	0.850342
201063_at	13.2965	A	0.129639
201064_s_at	79.5142	P	0.000244141
201065_s_at	1775.8	P	0.000732422
201066_at	59.8853	A	0.246094
201067_at	43.5637	A	0.067627
201068_s_at	205.942	P	0.000244141
201069_at	14.3901	P	0.0239258
201070_x_at	1156.47	P	0.000244141
201071_x_at	3842.76	P	0.000244141
